ID,Is_Lead
3WHNSBRB,0.19103184044361116
U245YKM8,0.050861704349517825
68EFFKBB,0.7943187355995178
NEUII7AB,0.9764191269874573
F7CSLYWT,0.0539979949593544
5EOMOZHG,0.16062648594379425
6CYUTUFN,0.5268162071704865
K7YUC8LF,0.3694408118724823
LSMCXMXA,0.052608650922775266
AALPBPBP,0.04991288781166077
ZPX6VOH2,0.0707707941532135
CDBFWQGM,0.1202844575047493
JUQ76NJV,0.27188923954963684
QHE7UULR,0.051021027565002444
JRMNMZJA,0.04708561673760414
GZ4EZZFX,0.1361321747303009
9L9JFIAR,0.6900222778320313
GTOE4RN4,0.2408048093318939
CUYE7ST4,0.4693200707435608
FFM6DHEA,0.7158494830131531
5XUK7XLZ,0.6341767191886902
4HTGJEEZ,0.05133007690310478
RWYBAMRG,0.20721585750579835
RQZGBGGN,0.40199409127235414
ITVSUTU9,0.2793823301792145
6UMDX7NQ,0.6061724901199341
4IVKAFYY,0.6723126649856568
ZKYOSQEU,0.6679241776466369
9JYXIDL4,0.9823553800582886
XNURWQBT,0.05155291929841042
HVNIJFQC,0.048659170418977736
CGGVBJKZ,0.9795731663703918
JO9DV3NY,0.34824512600898744
EYENUQR9,0.5403631567955017
FPU4ZI8H,0.06552274450659752
2MALVTY4,0.1267846405506134
QN4REV7D,0.05398086979985237
27F5ZEQA,0.07009911835193634
MKJUE4K2,0.08208643049001693
4ECWF4DN,0.05248197540640831
KWBJAQMY,0.04535255804657936
3YAW8OEY,0.16334120631217958
ZHHFH7H9,0.18321945369243622
BO2822VM,0.1681017756462097
NQZUPVUA,0.04146123602986336
MUT2PZ7T,0.5168774604797364
2MFKPCPS,0.6658185482025146
4RLVOVMJ,0.7463885307312011
JISGN7XF,0.055220816284418106
NNOFHDAC,0.0511239193379879
ODE23CPW,0.020860885083675385
ZNTYNFME,0.39263046383857725
NQM48VKU,0.15113128125667571
DGVBCYY7,0.04744660407304764
9F38NUKC,0.1824373036623001
3Z7KCIZS,0.03784266784787178
ERAX3STD,0.05339820608496666
N9TCDYYG,0.046601320058107375
R4UMWUZK,0.07809435278177261
CPERTJBJ,0.15823586881160737
4XK5BMA9,0.05903644114732742
2PKDM5B2,0.07025904804468155
SW5GTHZN,0.5756140947341919
ATJAEQCJ,0.08477579355239868
NHNXBSFY,0.17767504155635833
NRGYTYZJ,0.07021411359310151
UZNABWAT,0.05360847637057305
CVP3VZN5,0.07671213746070862
JEAYZXKC,0.05200141295790672
87LFEVTZ,0.43628621101379395
N7ZEJ2CQ,0.055350445210933685
AQT3ADAP,0.05289468988776207
WC8ROKF8,0.050346316397190095
D9HWEXEV,0.09092327058315278
MMHWGZCN,0.05467778444290161
YKCAQFHU,0.38456283807754515
NDPFBA9X,0.5527891874313354
3T6C7AEA,0.2313854455947876
GZWB38J9,0.04635765552520752
OFTXYNYQ,0.052247194945812224
QYZQIXBJ,0.6219406247138977
N7PJT5HO,0.05673137977719307
JP2PNX9X,0.28866729736328123
N3FUZDIH,0.052649562060832975
UXKAVBLS,0.021740832552313804
G24JWDKS,0.04371659904718399
HQOKKQVX,0.30889914035797117
HTXFVZZG,0.0561594158411026
3TJKVA4J,0.04797944948077202
CRGS7FPX,0.049375451356172564
BTRJTMR3,0.1738135427236557
ERLPQML7,0.02262497954070568
9FDFXYAW,0.6309644937515259
MEEKFDZZ,0.05433562994003296
ZGY8ETLW,0.23410772085189818
AXVUJHT9,0.06626535654067993
35ILRW7D,0.6111362099647522
DR2U5JQX,0.08936219811439514
WHZ7CEY6,0.2740664780139923
UCPMS2KF,0.055068555474281314
HB6MJHDN,0.4010147571563721
7NWFPJ2X,0.12311774492263794
4QXD6K4K,0.18572574853897095
D6H3RTAZ,0.1754921168088913
L67WSXUY,0.09353283941745758
IXHVY78L,0.06262676864862442
H6KE88O6,0.45958324074745177
EAPKN7G8,0.9840383887290954
GQXJSFJE,0.1736921936273575
BVHSRABV,0.05502213537693024
DUY76GFX,0.15046004354953765
O7H9KPSD,0.5080479383468628
6EDBA5AN,0.07807672023773193
V24CAXFM,0.06925475299358368
SERPSAWP,0.022299663722515108
H47QYY5K,0.06767519190907478
5TYQNFPE,0.4776038110256195
HGDB7KMR,0.6404601573944092
DWH8Q2S3,0.1948484718799591
USNBQZAK,0.05290379449725151
I89VR4AB,0.0727442055940628
ATZVVXWJ,0.6494956731796264
HOKP6ZTS,0.06473098844289779
ZDKT2SSW,0.06106078028678894
DK5HJYQE,0.04475258961319924
ABKW7FGW,0.07600514739751815
BCSW3W7T,0.0497431606054306
6T4VNEWD,0.7163592576980591
XBALBNYB,0.4549786686897278
NWMJR3W5,0.04914617985486984
Q5BJ4ULE,0.05211987718939781
DOFSPEWD,0.6534434795379639
ANX8FUBJ,0.050921518355607986
KPR67SVO,0.026084678992629052
44EV7IJE,0.04948626384139061
VZEK4IOK,0.6241801857948304
CZMKWRQN,0.054455120116472244
VGQUQLXT,0.2709110230207443
MS6GASNJ,0.04018323756754398
4ENG9TKV,0.39780569076538086
UHRRWLGR,0.05946931466460228
APFSHZYP,0.054417021572589874
M7MURWXC,0.6049391150474548
3EOATQBT,0.049684252589941025
MDZG7EZX,0.055857236683368686
QZ6LSSTB,0.06744190156459809
Y7EEZYYS,0.4562173843383789
RYKLU6HL,0.05533145144581795
CWQ8OAQ8,0.05072126984596252
WSFUNE28,0.41411579251289365
9PFQKPRB,0.05273405611515045
MCLXWKBC,0.04799308180809021
NWDXDZEN,0.4296635627746582
EBLDBRDR,0.18965037763118744
CJRW5JYT,0.38411394953727723
CMMKRNUZ,0.19974369704723358
EATPTPY3,0.053911680728197096
J5AGUF6Q,0.07693498432636262
8WYO2BBG,0.45182180404663086
9EPXIMZB,0.04772046133875847
UZERUG9W,0.09256652295589447
QEQ79QUC,0.07322578579187393
ZNHVE7QZ,0.1207647442817688
PU3J43GY,0.5950815916061402
HWDBXAUK,0.051236146688461305
W74BHIAD,0.07025395631790161
MGLDAPOA,0.05197824016213417
BYFCPDX5,0.09661658853292465
S2QDUDEJ,0.9804905772209167
HBYRWBWL,0.022102724015712737
8CIAWHWZ,0.5521345734596252
ZFYFFXT5,0.10408968478441238
UGIADHRB,0.16003372371196747
JDDGRBSU,0.3710885584354401
NBS2LTYW,0.47573497891426086
DBKM3FRW,0.14748916327953338
GLBHRXKB,0.04695930927991867
9WDPTNCN,0.021852317079901696
NVVVFQ9U,0.5661612629890442
6AT635HW,0.13654149174690247
HPHDI6NN,0.05107196643948555
CPNAGJ95,0.05083281323313713
FY6AFNCK,0.98033287525177
KWQAVZOE,0.5165418267250061
HGBDE3LM,0.6084794759750366
SYKEB6EV,0.055781707912683484
9BROJWWS,0.5799625158309937
CG8DGVAV,0.21342385709285736
H7MT8CNK,0.06135215759277344
GJVVWNKN,0.5830697059631348
FXWTMJDG,0.1394967883825302
OSNGFACM,0.0665320873260498
PBFT55CF,0.964449155330658
4P8GFHSL,0.039835020899772644
9ZZ4F4XF,0.5582291841506958
CN4YERMU,0.5441158533096313
8TUDLTWK,0.2514620542526245
USFZPY7Z,0.02297186516225338
VBJXREA8,0.03569940887391567
9LBNXHQ2,0.2669645071029663
PY6HCDWF,0.050450193136930464
9VJMJR6X,0.06993937343358994
4GAEJIQO,0.04167458787560463
F34SD6YQ,0.06892596855759621
HZ3BZVH6,0.2468569815158844
9WVBAWEY,0.3106247127056122
BPNYRSEH,0.0586845688521862
7OGHEHO3,0.3028148293495178
LRJZMHFT,0.05287094935774803
PCHQW72T,0.6081167221069336
BFJQGRFT,0.5381765127182007
UVJ6UYBF,0.09670046269893647
LRVO7MCH,0.35321115851402285
EAOF4EYO,0.5932031631469726
5HPCBEQQ,0.6146256685256958
8FJBKABE,0.05671482235193252
27J5UDAU,0.04309742227196693
4MAT9RSM,0.5269994258880615
SBDGZSY9,0.5858685135841369
HPYN9M2Z,0.0599215105175972
G7D2BESM,0.5167609274387359
TWN7YQPN,0.05049345716834068
BJRGMNFZ,0.24417874217033386
9HFPJV3S,0.0670866273343563
6WKJAUAG,0.047776488959789275
BZUANVCU,0.18768322467803955
NYWLDSFZ,0.4812211632728577
LTW8JGAZ,0.05437061935663223
IMDQJUTW,0.06001374050974846
AVHZRCH8,0.24067725539207457
LTSDWAVT,0.043187347054481504
9WVKLADB,0.6432588219642639
GXDSQJS2,0.04030715525150299
4IHXKUNA,0.4970684587955475
BTYDUQPC,0.05552960783243179
BKCNFM72,0.16775574982166291
UMVSSZ9N,0.06489001363515853
N2STVKOI,0.05574449226260185
ZZJQB3EY,0.6599366784095764
FZJK9GH7,0.07227431535720825
NTIWWNVB,0.050702454149723054
NBCRWUBE,0.1814632534980774
UBPYOBYG,0.08005729764699936
K8RKMGVW,0.7378344178199768
HFTH3NC2,0.03971191570162773
759LCPDE,0.2731115877628326
DYKME2AY,0.5161823987960815
VZHURNZD,0.02147291526198387
EAJJBYHU,0.5195024490356446
T97TKZNT,0.629421079158783
IXOEQ2YD,0.8938470482826233
BWKXTBCF,0.0666304424405098
DNKPRVB3,0.3964444279670715
JQCF2PXG,0.05633503943681717
GIABLCP4,0.05437135621905327
FDIC7S35,0.7209486246109009
5RTNFJEV,0.022647716850042344
OBZ4CU77,0.06252188384532928
XMVX6WEB,0.22866953015327454
MHARJGPA,0.04720560982823372
2QI5GPDU,0.6411902189254761
AE2NBAJ3,0.020341599360108376
MDLANJZG,0.02393323853611946
7TAP99MA,0.3018138349056244
A6AMKR2Z,0.37340699434280394
DX69CFXV,0.07944981008768082
HKCKEKV4,0.22788224816322328
CBNWXPJJ,0.4703436553478241
Z3SJXFCA,0.13466063588857652
RHTCABWR,0.7656741261482238
ILGMVREG,0.31990265250205996
BZK32SSP,0.05430725291371345
25RR4UGE,0.0537502333521843
9ZQFVNWY,0.10633444637060166
FFSTFCAA,0.12952683568000795
MBEDAX9Z,0.07459465265274048
IYERPTUY,0.15643576979637147
SBNMNBJE,0.021381345763802528
CPWDDHBP,0.5650383830070496
EN5EXSVB,0.058164624869823454
EFT7687S,0.0664340041577816
DUPIVFIW,0.054558905959129336
HTVBHNFH,0.0496308833360672
GFTV6AXH,0.052927492558956145
NTNK2ZYN,0.06613451465964318
NZ2MDLPM,0.18746322393417358
UU4ECFQ5,0.3870269119739532
FFWGNGVJ,0.04908718019723892
JDQIBLRI,0.052462433278560636
ZAWUVVWA,0.05529557690024376
FC24V4XD,0.20050412714481353
EKTZZYA2,0.07892735898494721
RVRMHDD8,0.049929185211658476
3RASGR5Y,0.32543707489967344
QRBESHHG,0.052083326131105424
MXYLFHSV,0.06955500096082687
TY85POPR,0.16523056030273436
BHXO9INE,0.05101872235536575
S2RKLYZH,0.6082778930664062
98GUQS9R,0.603131377696991
6VD8FK4Y,0.05362327322363854
FMUHBZHQ,0.05483305305242538
IHQY3US8,0.5712329268455505
VDSNW6DR,0.07679173946380616
JF8E8TCY,0.25405592322349546
EKVBDN5B,0.23260789215564728
LJOYHFHT,0.0652720294892788
8WBDXKKG,0.6110592842102051
LNAASJ6O,0.05247890204191208
HGTW39J8,0.0833860918879509
AMYH3YSJ,0.16383308470249175
QZRPEWE6,0.05381728932261467
9RBSJHBJ,0.4425840020179749
EFZ3ADG9,0.05407488122582436
CMQX6K9J,0.29010286927223206
DBVXEJCR,0.05788808166980743
PLYKWBFR,0.05622518062591553
7QNURUDE,0.06223572418093681
M8TD2YPV,0.4038376212120056
JVJZVKUJ,0.6667069554328918
XVUVCSM8,0.6671350121498107
C9CMNJEH,0.3027063190937042
IQLV6HTY,0.12073921710252762
ELG7YZUM,0.048811592161655426
PU9KWVOH,0.6851003050804139
HAYJGRRV,0.056684984266757964
KBKUHSLA,0.10190082490444183
USL6KBDY,0.0457854300737381
ZGLCSKTI,0.06327666118741035
9JQWNRGA,0.17107386589050294
EBVUVT88,0.052798562496900556
9ZU5GNSK,0.27481265664100646
EC7NIRSV,0.05445733517408371
JJ23TDTX,0.06245843917131424
IZWY5RYD,0.13746624290943146
TSYCNH93,0.051150798052549365
QSY6Q77W,0.20467285811901093
TOBSGQ3J,0.3663893282413483
FKGE6YRE,0.5998746037483216
MGAYPPJE,0.05283262506127358
IJRFUH6V,0.15292876064777375
KX9Y3LCV,0.054454442113637924
2ZDDJYHE,0.6730849385261536
NBMLMYQE,0.05357642471790314
E8XWCECR,0.3217862963676453
5FP4HKBU,0.176129287481308
FUKFFD3F,0.4045335590839386
8BDSMQUY,0.03874255493283272
39T7KUFC,0.06052225679159164
HZSPWI2U,0.6629145264625549
LEJJKOWC,0.04881729856133461
DR5F2HVS,0.4876210391521454
BJA5TRWJ,0.4670093536376953
NCVH9WFE,0.08945246785879135
ME3XYUC5,0.4110688269138336
VLCHSDHG,0.06273187175393105
59CV3HQQ,0.2620014399290085
JTAEBBQM,0.042754392325878146
OBHDYLE2,0.2223889112472534
EUEGA65T,0.051012580096721646
MO9XWHWE,0.21551159024238586
K3JSVGHE,0.05359480455517769
JFHAQZQM,0.06067631170153618
22IQJE4I,0.619656765460968
F57YH86H,0.05834188535809517
BPNYWIPI,0.058563307672739026
FJB78783,0.10888725966215133
DIVE6ZUL,0.06440097987651824
YACVPC9M,0.2655813664197922
A3FM9UVE,0.055638629198074344
9NE6ZC2Q,0.1064116433262825
4NHTDBJN,0.10157198160886764
3FH863BT,0.021679985523223876
3UBBVIGN,0.5080960988998413
NNP9TLV2,0.5169940888881683
SA7VUUTE,0.0414495550096035
ROG7ONJG,0.6155033826828002
ICEBXJHF,0.1446979373693466
HFTYHFAZ,0.05931699946522713
EC5IQBEK,0.057101950794458387
VQPXGNJV,0.04038834348320961
BNE8WOYV,0.48604793548583985
MKEXSYJN,0.05445883721113205
B2MY2KQE,0.1912302702665329
GZVND3WE,0.49637651443481445
JZ8ASRBZ,0.9765415191650391
UMQWVVHH,0.6051856756210328
MDGISGP7,0.043546991795301436
JMVHKVGP,0.04505690857768059
G5GPWASE,0.6477360129356384
A9H3PMBD,0.05187664330005646
DKEMLQCU,0.5523300886154174
VVPNRFRF,0.6189351320266724
AVIBMJNL,0.3410081028938293
3FNEIWTQ,0.05010711327195168
WMQIVFIH,0.0918284758925438
GUSEEXX5,0.3945654988288879
HZBZ7QMH,0.05174518972635269
KMTZWEXS,0.024817774817347527
62AXBXBL,0.15430257022380828
FW6GESXM,0.04250865131616592
A67RATVB,0.05046741366386413
HUWJHKEG,0.051949436962604525
KCHF33KH,0.10585141628980636
CJUKTB4B,0.08065692186355591
FA8NWHGK,0.07085576504468918
6UZE4NSH,0.6414172172546386
4UUZBMXW,0.3131871223449707
QMRXRYDB,0.04247038811445236
M3A5BVAC,0.9163295269012451
II63YKTB,0.07647144943475723
4OYB27TY,0.41507354378700256
IEN9X6H8,0.1414312332868576
U9VVATUM,0.2401248961687088
SFOYCMRR,0.6991271615028382
O7WYJHA5,0.43663786053657533
STEKRYHT,0.020702516287565233
QSX9J6OF,0.42568528056144717
EVT46GYN,0.0357192724943161
IQHUPR8Z,0.06584972217679023
98WUTF8M,0.022276484593749046
5JUSHPUM,0.0513819620013237
9FMK8FZU,0.04705877006053925
WPWW4JUN,0.6842722177505494
8QUXAAHS,0.16007360219955444
EU8RGIP7,0.06359827816486359
BFT7ZJQO,0.048924635350704196
4EQAO8W3,0.5920406460762024
F3RWQSVQ,0.33987375497817995
FUA3S84W,0.05597814545035362
G9WITTNH,0.05374347046017647
TE4CM6N8,0.9850044131278992
L93TY7Q6,0.02392072565853596
MK46HOFS,0.39051106572151184
NSUSAJ7C,0.03631039336323738
ZQXJP6PH,0.12879692316055297
YX6PNVKN,0.05176715552806854
7V7IJDSU,0.3689583480358124
BSDHE7F2,0.4836235523223877
DV5EXZEZ,0.4097375214099884
VDKS85PW,0.4922524869441986
4W48SFHV,0.6148736119270325
ANGVCUXZ,0.05353177562355995
IOST7D8C,0.7073428750038147
HAQAECZX,0.03614420369267464
GAB49KQU,0.3873986959457397
GEBCXWCU,0.07311108708381653
JPT2DAGQ,0.6484979510307312
RXYEGKFP,0.7433088660240174
4R6HCRNW,0.05268569439649582
MWRTSE9B,0.06858320459723473
JAC7FJCA,0.6207680344581604
5DCT43QX,0.02297496721148491
GFZMAKDD,0.05386017486453056
